"la_name","SEN_Unit","RP_Unit","Total pupils","EHC plan"
"Telford and Wrekin","0","0","195","4"
"Shropshire","0","0","136","4"
"Shropshire","1","0","155","7"
"Telford and Wrekin","0","0","248","4"
"Telford and Wrekin","0","0","184","2"
"Telford and Wrekin","0","0","306","4"
"Telford and Wrekin","0","0","151","3"
"Shropshire","0","0","83","0"
"Shropshire","0","0","81","0"
"Shropshire","0","0","487","14"
"Telford and Wrekin","0","0","1145","20"
"Shropshire","0","0","117","0"
"Shropshire","0","0","492","6"
"Shropshire","0","0","172","2"
"Shropshire","0","0","429","2"
"Shropshire","0","0","177","0"
"Shropshire","0","0","333","0"
"Shropshire","0","0","819","1"
"Telford and Wrekin","0","0","217","1"
"Telford and Wrekin","0","0","501","2"
"Shropshire","0","0","410","2"
"Shropshire","0","0","132","1"
"Shropshire","0","0","94","0"
"Shropshire","0","0","115","2"
"Shropshire","0","0","198","1"
"Shropshire","0","0","433","1"
"Telford and Wrekin","0","0","22","22"
"Shropshire","0","0","594","0"
"Telford and Wrekin","0","0","1500","2"
"Telford and Wrekin","0","0","153","153"
"Shropshire","0","0","62","61"
"Telford and Wrekin","0","0","183","183"
"Telford and Wrekin","0","0","213","211"
"Somerset","0","0","195","4"
"Somerset","0","0","52","0"
"Somerset","0","0","83","0"
"Somerset","0","0","137","3"
"Somerset","0","0","251","10"
"Somerset","0","0","154","5"
"Somerset","0","0","160","3"
"Somerset","0","0","116","3"
"Somerset","0","0","97","2"
"Somerset","0","0","166","1"
"Somerset","0","0","37","0"
"Somerset","0","0","204","3"
"Somerset","0","0","53","1"
"Somerset","0","0","316","8"
"Somerset","0","0","215","2"
"Somerset","0","0","391","5"
"Somerset","0","0","87","4"
"Somerset","0","0","112","2"
"Somerset","0","0","101","2"
"Somerset","0","0","414","16"
"Somerset","0","0","255","2"
"Somerset","0","0","235","2"
"Somerset","0","0","154","3"
"Somerset","0","0","76","0"
"Somerset","0","0","100","4"
"Somerset","0","0","453","9"
"Somerset","0","0","105","4"
"Somerset","0","0","151","1"
"Somerset","0","0","224","4"
"Somerset","0","0","66","2"
"Somerset","0","0","88","4"
"Somerset","0","0","204","1"
"Somerset","0","0","44","2"
"Somerset","0","0","60","0"
"Somerset","0","0","308","9"
"Somerset","0","0","309","6"
"Somerset","0","0","194","0"
"Somerset","0","0","416","9"
"Somerset","0","0","75","3"
"Somerset","0","0","232","4"
"Somerset","0","0","136","0"
"Somerset","0","0","264","4"
"Somerset","0","0","99","2"
"Somerset","0","0","416","12"
"Somerset","0","0","286","3"
"Somerset","0","0","176","1"
"Somerset","0","1","346","25"
"Somerset","0","0","104","4"
"Somerset","0","0","78","1"
"Somerset","0","0","103","0"
"Somerset","0","0","96","2"
"Somerset","0","0","74","3"
"Somerset","0","0","184","2"
"Somerset","0","0","123","3"
"Somerset","0","0","170","5"
"Somerset","0","0","78","2"
"Somerset","0","0","203","1"
"Somerset","0","0","161","2"
"Somerset","0","0","49","0"
"Somerset","0","0","170","3"
"Somerset","0","0","39","0"
"Somerset","0","0","194","6"
"Somerset","0","0","293","1"
"Somerset","0","0","166","0"
"Somerset","0","0","104","1"
"Somerset","0","0","162","1"
"Somerset","0","0","51","1"
"Somerset","0","0","319","7"
"Somerset","0","0","53","1"
"Somerset","0","0","70","2"
"Somerset","0","0","31","0"
"Somerset","0","0","40","1"
"Somerset","0","0","119","2"
"Somerset","0","0","147","0"
"Somerset","0","0","170","4"
"Somerset","0","0","45","0"
"Somerset","0","0","213","2"
"Somerset","0","0","169","2"
"Somerset","0","0","325","6"
"Somerset","0","0","474","9"
"Somerset","0","0","331","6"
"Somerset","0","0","181","3"
"Somerset","0","0","173","4"
"Somerset","0","0","271","5"
"Somerset","0","0","89","0"
"Somerset","0","0","36","0"
"Somerset","0","0","206","2"
"Somerset","0","0","68","2"
"Somerset","0","0","202","2"
"Somerset","0","0","176","0"
"Somerset","0","0","141","2"
"Somerset","0","0","43","3"
"Somerset","0","0","114","1"
"Somerset","0","0","54","2"
"Somerset","0","0","35","0"
"Somerset","0","0","62","3"
"Somerset","0","0","114","0"
"Somerset","0","0","94","1"
"Somerset","0","0","68","0"
"Somerset","0","0","48","0"
"Somerset","0","0","28","0"
"Somerset","0","0","190","6"
"Somerset","0","0","192","7"
"Somerset","0","0","103","5"
"Somerset","0","0","49","0"
"Somerset","0","0","82","0"
"Somerset","0","0","201","2"
"Somerset","0","0","27","0"
"Somerset","0","0","160","0"
"Somerset","0","0","278","2"
"Somerset","0","0","174","3"
"Somerset","0","0","202","5"
"Somerset","0","0","275","4"
"Somerset","0","0","208","3"
"Somerset","0","0","259","2"
"Somerset","0","0","215","3"
"Somerset","0","0","430","7"
"Somerset","0","0","116","1"
"Somerset","0","0","88","2"
"Somerset","0","0","209","4"
"Somerset","0","0","212","0"
"Somerset","0","0","149","3"
"Somerset","0","0","194","4"
"Somerset","0","0","1213","23"
"Somerset","0","0","67","3"
"Somerset","0","0","287","4"
"Somerset","0","0","891","17"
"Somerset","0","1","1393","59"
"Somerset","0","0","477","9"
"Somerset","0","0","236","2"
"Somerset","0","0","202","3"
"Somerset","0","0","184","3"
"Somerset","0","0","343","0"
"Somerset","0","0","177","1"
"Somerset","0","0","253","2"
"Somerset","0","0","317","1"
"Somerset","0","0","1277","1"
"Somerset","0","0","461","0"
"Somerset","0","0","535","0"
"Somerset","0","0","583","1"
"Somerset","0","0","712","1"
"Somerset","0","0","48","48"
"Somerset","0","0","433","1"
"Somerset","0","0","61","0"
"Somerset","0","0","805","1"
"Somerset","0","0","336","2"
"Somerset","0","0","49","49"
"Somerset","0","0","297","1"
"Somerset","0","0","91","91"
"Somerset","0","0","80","80"
"Somerset","0","0","110","110"
"Somerset","0","0","57","57"
"Somerset","0","0","82","82"
"Somerset","0","0","57","57"
"Staffordshire","0","0","15","1"
"Staffordshire","0","0","35","1"
"Stoke-on-Trent","0","0","73","0"
"Stoke-on-Trent","0","0","409","3"
"Stoke-on-Trent","0","1","684","23"
"Stoke-on-Trent","0","0","376","6"
"Stoke-on-Trent","0","0","349","5"
"Stoke-on-Trent","0","0","221","3"
"Stoke-on-Trent","0","0","235","5"
"Stoke-on-Trent","0","0","476","8"
"Staffordshire","0","0","313","3"
"Staffordshire","0","0","355","6"
"Staffordshire","0","1","355","4"
"Staffordshire","0","0","113","5"
"Staffordshire","0","0","198","2"
"Staffordshire","0","0","362","13"
"Staffordshire","0","0","100","3"
"Staffordshire","0","0","81","1"
"Staffordshire","0","0","88","0"
"Staffordshire","0","0","291","5"
"Staffordshire","0","0","168","0"
"Staffordshire","0","0","611","5"
"Staffordshire","0","0","388","4"
"Staffordshire","0","0","188","7"
"Staffordshire","0","0","415","2"
"Staffordshire","0","0","373","9"
"Staffordshire","0","0","98","2"
"Staffordshire","0","0","379","7"
"Staffordshire","0","0","297","1"
"Staffordshire","0","0","75","1"
"Staffordshire","0","0","105","1"
"Staffordshire","0","0","167","1"
"Staffordshire","0","0","32","0"
"Staffordshire","0","0","198","4"
"Staffordshire","0","0","141","3"
"Staffordshire","0","0","68","0"
"Staffordshire","0","0","227","4"
"Staffordshire","0","0","178","0"
"Staffordshire","0","0","206","1"
"Staffordshire","0","0","198","2"
"Staffordshire","0","0","221","2"
"Staffordshire","0","0","202","0"
"Staffordshire","0","0","306","4"
"Staffordshire","0","0","186","3"
"Staffordshire","0","0","203","4"
"Staffordshire","0","0","138","1"
"Staffordshire","0","0","246","3"
"Staffordshire","0","0","166","2"
"Staffordshire","0","0","249","6"
"Staffordshire","0","0","388","2"
"Staffordshire","0","0","309","5"
"Staffordshire","0","0","210","2"
"Staffordshire","0","0","283","5"
"Staffordshire","0","0","171","4"
"Staffordshire","0","0","105","1"
"Staffordshire","0","0","207","5"
"Staffordshire","0","0","312","8"
"Staffordshire","0","0","146","6"
"Staffordshire","0","0","207","5"
"Staffordshire","0","0","125","5"
"Staffordshire","0","0","294","9"
"Staffordshire","0","0","475","9"
"Staffordshire","0","0","411","4"
"Staffordshire","0","0","346","1"
"Staffordshire","0","0","290","8"
"Staffordshire","0","0","327","8"
"Staffordshire","0","0","400","4"
"Staffordshire","0","0","206","3"
"Staffordshire","0","0","221","4"
"Staffordshire","0","0","192","4"
"Staffordshire","0","0","174","3"
"Staffordshire","0","0","308","0"
"Staffordshire","0","0","211","2"
"Staffordshire","0","0","304","3"
"Staffordshire","0","0","409","8"
"Staffordshire","0","0","207","0"
"Staffordshire","0","0","271","5"
"Staffordshire","0","0","403","9"
"Staffordshire","0","0","361","11"
"Stoke-on-Trent","0","0","580","9"
"Stoke-on-Trent","0","0","265","4"
"Staffordshire","0","0","206","2"
"Staffordshire","0","0","179","4"
"Staffordshire","0","0","137","4"
"Staffordshire","0","0","217","1"
"Staffordshire","0","0","105","2"
"Staffordshire","0","0","211","1"
"Staffordshire","0","0","221","7"
"Staffordshire","0","0","62","1"
"Staffordshire","0","0","43","1"
"Staffordshire","0","0","193","1"
"Staffordshire","0","0","417","3"
"Staffordshire","0","0","419","5"
"Staffordshire","0","0","197","13"
"Staffordshire","0","0","31","0"
"Staffordshire","0","0","42","1"
"Staffordshire","0","0","252","2"
"Staffordshire","0","0","199","7"
"Staffordshire","0","1","235","2"
"Staffordshire","0","0","120","0"
"Staffordshire","0","0","55","2"
"Staffordshire","0","0","219","4"
"Staffordshire","0","0","89","4"
"Staffordshire","0","0","78","0"
"Staffordshire","0","0","145","4"
"Staffordshire","0","0","141","5"
"Staffordshire","0","0","246","1"
"Staffordshire","0","0","151","1"
"Staffordshire","0","0","155","2"
"Staffordshire","0","0","58","3"
"Stoke-on-Trent","0","0","286","4"
"Stoke-on-Trent","0","0","454","8"
"Staffordshire","0","0","375","4"
"Staffordshire","0","0","162","4"
"Staffordshire","0","0","53","0"
"Staffordshire","0","0","56","1"
"Staffordshire","0","0","146","2"
"Staffordshire","0","0","209","2"
"Staffordshire","0","0","120","3"
"Staffordshire","0","0","191","1"
"Staffordshire","0","0","201","2"
"Staffordshire","0","0","209","2"
"Staffordshire","0","0","205","3"
"Staffordshire","0","0","196","2"
"Staffordshire","0","0","193","0"
"Staffordshire","0","0","105","1"
"Staffordshire","0","0","399","9"
"Staffordshire","0","0","203","6"
"Staffordshire","0","0","122","8"
"Staffordshire","0","0","199","4"
"Staffordshire","0","0","206","9"
"Staffordshire","0","0","40","1"
"Staffordshire","0","0","771","2"
"Staffordshire","0","1","490","31"
"Staffordshire","0","0","1027","10"
"Staffordshire","0","0","788","24"
"Staffordshire","0","0","1076","13"
"Staffordshire","0","0","1505","13"
"Staffordshire","0","0","518","5"
"Staffordshire","0","0","428","5"
"Staffordshire","0","0","628","9"
"Staffordshire","0","0","769","15"
"Staffordshire","0","0","135","4"
"Staffordshire","0","0","92","0"
"Staffordshire","0","0","396","4"
"Staffordshire","0","1","847","9"
"Staffordshire","0","0","217","2"
"Staffordshire","0","0","613","2"
"Staffordshire","0","0","508","2"
"Staffordshire","0","0","157","5"
"Staffordshire","0","0","169","1"
"Staffordshire","0","0","232","1"
"Staffordshire","0","0","84","1"
"Stoke-on-Trent","0","0","104","2"
"Staffordshire","0","0","189","6"
"Staffordshire","0","0","819","1"
"Staffordshire","0","0","110","107"
"Staffordshire","0","0","414","1"
"Staffordshire","0","0","43","35"
"Staffordshire","0","0","56","54"
"Stoke-on-Trent","0","0","118","118"
"Stoke-on-Trent","0","0","308","308"
"Staffordshire","0","0","176","169"
"Staffordshire","0","0","134","134"
"Staffordshire","0","0","103","96"
"Staffordshire","0","0","24","17"
"Suffolk","0","0","107","1"
"Suffolk","0","0","3","1"
"Suffolk","0","0","102","3"
"Suffolk","0","0","300","6"
"Suffolk","0","0","316","4"
"Suffolk","0","0","201","3"
"Suffolk","0","0","69","1"
"Suffolk","0","0","278","6"
"Suffolk","0","0","113","3"
"Suffolk","0","0","204","2"
"Suffolk","0","0","204","4"
"Suffolk","0","0","225","4"
"Suffolk","0","0","351","6"
"Suffolk","0","1","318","22"
"Suffolk","0","0","190","4"
"Suffolk","0","0","474","6"
"Suffolk","0","0","253","4"
"Suffolk","0","0","198","3"
"Suffolk","0","0","94","1"
"Suffolk","0","0","440","10"
"Suffolk","0","0","84","2"
"Suffolk","0","0","55","0"
"Suffolk","0","0","299","3"
"Suffolk","0","0","171","1"
"Suffolk","0","0","179","2"
"Suffolk","0","0","107","1"
"Suffolk","0","0","617","8"
"Suffolk","0","0","110","3"
"Suffolk","0","0","162","4"
"Suffolk","0","0","56","3"
"Suffolk","0","0","57","0"
"Suffolk","0","0","88","3"
"Suffolk","0","0","373","2"
"Suffolk","0","0","197","10"
"Suffolk","0","0","104","6"
"Suffolk","0","0","100","5"
"Suffolk","0","0","209","2"
"Suffolk","0","0","354","8"
"Suffolk","1","0","455","40"
"Suffolk","0","0","201","1"
"Suffolk","0","0","418","6"
"Suffolk","0","0","314","7"
"Suffolk","0","0","437","3"
"Suffolk","0","0","436","7"
"Suffolk","0","0","565","15"
"Suffolk","0","0","418","9"
"Suffolk","0","0","94","0"
"Suffolk","0","0","350","4"
"Suffolk","0","0","189","1"
"Suffolk","1","1","614","35"
"Suffolk","0","0","309","1"
"Suffolk","0","0","205","2"
"Suffolk","0","0","394","3"
"Suffolk","0","0","85","1"
"Suffolk","0","0","174","2"
"Suffolk","0","0","165","4"
"Suffolk","0","0","98","1"
"Suffolk","0","0","163","2"
"Suffolk","0","0","185","5"
"Suffolk","0","0","193","3"
"Suffolk","0","0","88","0"
"Suffolk","0","0","70","0"
"Suffolk","0","0","60","3"
"Suffolk","0","0","86","1"
"Suffolk","0","0","194","1"
"Suffolk","0","0","170","3"
"Suffolk","0","0","92","1"
"Suffolk","0","0","41","1"
"Suffolk","0","0","171","2"
"Suffolk","0","0","192","2"
"Suffolk","0","0","208","3"
"Suffolk","0","0","198","8"
"Suffolk","0","0","135","1"
"Suffolk","0","0","47","1"
"Suffolk","0","0","68","1"
"Suffolk","0","0","40","3"
"Suffolk","0","0","89","1"
"Suffolk","0","0","197","2"
"Suffolk","0","0","122","5"
"Suffolk","0","0","200","2"
"Suffolk","0","0","130","2"
"Suffolk","0","0","164","5"
"Suffolk","0","0","83","0"
"Suffolk","0","0","55","2"
"Suffolk","0","0","82","4"
"Suffolk","0","0","338","4"
"Suffolk","0","0","276","4"
"Suffolk","0","0","77","3"
"Suffolk","0","0","190","5"
"Suffolk","0","0","59","1"
"Suffolk","1","0","229","26"
"Suffolk","0","0","170","0"
"Suffolk","0","0","262","3"
"Suffolk","0","0","171","0"
"Suffolk","0","0","380","6"
"Suffolk","0","0","99","1"
"Suffolk","0","0","205","1"
"Suffolk","0","0","181","5"
"Suffolk","0","0","353","4"
"Suffolk","0","0","60","3"
"Suffolk","0","0","206","1"
"Suffolk","0","0","411","5"
"Suffolk","0","0","210","4"
"Suffolk","0","0","1651","29"
"Suffolk","0","0","1762","44"
"Suffolk","0","0","1180","38"
"Suffolk","0","0","924","13"
"Suffolk","0","0","88","7"
"Suffolk","0","0","246","0"
"Suffolk","0","0","291","11"
"Suffolk","0","0","59","3"
"Suffolk","0","0","198","0"
"Suffolk","0","0","197","0"
"Suffolk","0","0","215","4"
"Suffolk","0","0","143","1"
"Suffolk","0","0","81","81"
"Suffolk","0","0","1119","0"
"Suffolk","0","0","591","3"
"Suffolk","0","0","625","0"
"Suffolk","0","0","85","1"
"Suffolk","0","0","767","0"
"Suffolk","0","0","709","0"
"Suffolk","0","0","440","2"
"Suffolk","0","0","717","1"
"Suffolk","0","0","59","53"
"Suffolk","0","0","510","6"
"Suffolk","0","0","89","4"
"Suffolk","0","0","18","0"
"Suffolk","0","0","89","89"
"Surrey","1","0","77","10"
"Surrey","1","0","98","6"
"Surrey","0","1","90","4"
"Surrey","0","0","7","4"
"Surrey","0","0","20","3"
"Surrey","0","0","200","3"
"Surrey","0","0","208","8"
"Surrey","0","0","99","3"
"Surrey","0","0","423","9"
"Surrey","0","0","176","6"
"Surrey","0","0","403","9"
"Surrey","0","0","449","5"
"Surrey","0","0","534","19"
"Surrey","0","1","328","7"
"Surrey","0","0","264","12"
"Surrey","0","0","195","2"
"Surrey","1","0","376","29"
"Surrey","0","0","268","5"
"Surrey","0","0","212","5"
"Surrey","0","0","222","8"
"Surrey","0","0","271","10"
"Surrey","0","0","174","2"
"Surrey","0","0","299","5"
"Surrey","0","0","151","0"
"Surrey","0","0","178","1"
"Surrey","0","0","213","3"
"Surrey","0","0","407","4"
"Surrey","0","0","268","12"
"Surrey","0","1","168","14"
"Surrey","0","0","265","8"
"Surrey","0","0","71","2"
"Surrey","0","0","273","9"
"Surrey","0","0","651","14"
"Surrey","0","0","265","4"
"Surrey","0","0","103","2"
"Surrey","0","0","360","10"
"Surrey","0","0","176","4"
"Surrey","0","0","181","5"
"Surrey","1","0","249","22"
"Surrey","0","0","226","3"
"Surrey","0","0","344","14"
"Surrey","0","0","522","30"
"Surrey","0","0","272","7"
"Surrey","0","0","179","2"
"Surrey","0","0","194","6"
"Surrey","0","0","269","4"
"Surrey","0","0","436","7"
"Surrey","0","0","206","6"
"Surrey","0","0","239","5"
"Surrey","0","0","84","0"
"Surrey","0","0","173","5"
"Surrey","1","0","149","17"
"Surrey","0","0","78","1"
"Surrey","0","0","650","26"
"Surrey","0","0","498","9"
"Surrey","1","0","684","35"
"Surrey","0","0","213","5"
"Surrey","0","0","86","2"
"Surrey","0","0","627","7"
"Surrey","0","0","166","8"
"Surrey","0","0","474","12"
"Surrey","0","0","178","7"
"Surrey","0","0","586","10"
"Surrey","0","0","241","2"
"Surrey","0","0","284","3"
"Surrey","0","0","262","2"
"Surrey","1","0","484","39"
"Surrey","0","0","367","11"
"Surrey","0","0","340","9"
"Surrey","0","0","268","5"
"Surrey","0","0","257","11"
"Surrey","0","0","355","22"
"Surrey","0","0","152","3"
"Surrey","0","0","173","5"
"Surrey","0","0","198","3"
"Surrey","0","0","416","4"
"Surrey","1","0","413","32"
"Surrey","0","0","367","9"
"Surrey","0","1","578","29"
"Surrey","0","0","276","5"
"Surrey","1","0","274","28"
"Surrey","0","0","447","12"
"Surrey","0","0","396","9"
"Surrey","0","0","478","12"
"Surrey","0","0","440","20"
"Surrey","1","0","493","30"
"Surrey","0","0","178","2"
"Surrey","0","0","193","3"
"Surrey","0","0","170","4"
"Surrey","0","0","377","13"
"Surrey","0","0","354","6"
"Surrey","0","0","214","3"
"Surrey","0","0","149","3"
"Surrey","0","0","89","3"
"Surrey","0","0","76","2"
"Surrey","0","0","452","7"
"Surrey","0","0","204","6"
"Surrey","0","0","337","7"
"Surrey","0","0","387","10"
"Surrey","1","0","229","17"
"Surrey","0","0","266","10"
"Surrey","0","0","85","1"
"Surrey","0","0","145","1"
"Surrey","0","0","441","10"
"Surrey","0","0","460","9"
"Surrey","0","0","102","1"
"Surrey","0","0","71","1"
"Surrey","0","0","209","3"
"Surrey","0","0","61","1"
"Surrey","0","0","419","14"
"Surrey","0","0","240","3"
"Surrey","0","0","197","3"
"Surrey","0","0","39","3"
"Surrey","0","0","209","17"
"Surrey","0","0","86","3"
"Surrey","0","0","292","11"
"Surrey","0","0","235","6"
"Surrey","0","0","61","0"
"Surrey","0","0","405","5"
"Surrey","0","0","90","0"
"Surrey","0","0","73","1"
"Surrey","0","0","239","3"
"Surrey","0","0","88","1"
"Surrey","0","0","77","2"
"Surrey","0","0","160","4"
"Surrey","0","0","73","3"
"Surrey","0","0","203","1"
"Surrey","0","0","622","17"
"Surrey","0","0","102","0"
"Surrey","0","0","423","10"
"Surrey","0","0","77","1"
"Surrey","0","0","90","2"
"Surrey","0","0","79","7"
"Surrey","0","0","370","20"
"Surrey","0","0","344","3"
"Surrey","0","0","214","5"
"Surrey","0","0","392","11"
"Surrey","0","0","173","4"
"Surrey","0","0","432","6"
"Surrey","0","0","199","4"
"Surrey","0","0","424","8"
"Surrey","0","0","350","5"
"Surrey","0","0","412","7"
"Surrey","0","0","210","7"
"Surrey","0","0","208","8"
"Surrey","0","0","411","10"
"Surrey","0","0","402","8"
"Surrey","0","0","212","4"
"Surrey","0","0","391","9"
"Surrey","0","0","404","13"
"Surrey","0","0","556","14"
"Surrey","0","0","118","0"
"Surrey","0","0","476","10"
"Surrey","0","0","546","17"
"Surrey","0","0","630","7"
"Surrey","0","0","48","1"
"Surrey","0","0","414","7"
"Surrey","0","0","113","3"
"Surrey","0","0","183","3"
"Surrey","0","0","76","0"
"Surrey","0","0","671","13"
"Surrey","0","0","1038","15"
"Surrey","0","1","1288","16"
"Surrey","0","0","1452","20"
"Surrey","0","0","1860","33"
"Surrey","0","0","1125","26"
"Surrey","0","0","660","27"
"Surrey","0","0","210","5"
"Surrey","0","0","376","9"
"Surrey","0","0","387","13"
"Surrey","0","0","432","6"
"Surrey","0","0","410","20"
"Surrey","0","0","411","14"
"Surrey","0","0","270","5"
"Surrey","1","0","433","20"
"Surrey","0","0","1243","16"
"Surrey","0","0","1489","19"
"Surrey","0","0","1415","18"
"Surrey","0","0","344","2"
"Surrey","0","0","211","1"
"Surrey","0","0","884","2"
"Surrey","0","0","768","1"
"Surrey","0","0","413","3"
"Surrey","0","0","1018","1"
"Surrey","0","0","250","0"
"Surrey","0","0","367","2"
"Surrey","0","0","236","21"
"Surrey","0","0","158","0"
"Surrey","0","0","1024","2"
"Surrey","0","0","291","3"
"Surrey","0","0","949","0"
"Surrey","0","0","280","1"
"Surrey","0","0","315","1"
"Surrey","0","0","354","0"
"Surrey","0","0","533","0"
"Surrey","0","0","816","0"
"Surrey","0","0","280","4"
"Surrey","0","0","1003","0"
"Surrey","0","0","317","21"
"Surrey","0","0","132","0"
"Surrey","0","0","712","1"
"Surrey","0","0","332","3"
"Surrey","0","0","484","0"
"Surrey","0","0","329","0"
"Surrey","0","0","901","0"
"Surrey","0","0","513","2"
"Surrey","0","0","276","4"
"Surrey","0","0","839","1"
"Surrey","0","0","456","0"
"Surrey","0","0","423","0"
"Surrey","0","0","216","0"
"Surrey","0","0","475","0"
"Surrey","0","0","113","2"
"Surrey","0","0","1001","2"
"Surrey","0","0","93","0"
"Surrey","0","0","390","0"
"Surrey","0","0","195","1"
"Surrey","0","0","319","0"
"Surrey","0","0","153","0"
"Surrey","0","0","567","0"
"Surrey","0","0","126","1"
"Surrey","0","0","158","1"
"Surrey","0","0","88","2"
"Surrey","0","0","420","4"
"Surrey","0","0","186","0"
"Surrey","0","0","101","1"
"Surrey","0","0","45","1"
"Surrey","0","0","649","8"
"Surrey","0","0","111","0"
"Surrey","0","0","134","68"
"Surrey","0","0","579","1"
"Surrey","0","0","897","0"
"Surrey","0","0","395","1"
"Surrey","0","0","773","2"
"Surrey","0","0","194","1"
"Surrey","0","0","184","0"
"Surrey","0","0","271","4"
"Surrey","0","0","242","1"
"Surrey","0","0","101","0"
"Surrey","0","0","452","6"
"Surrey","0","0","285","4"
"Surrey","0","0","183","2"
"Surrey","0","0","634","2"
"Surrey","0","0","489","302"
"Surrey","0","0","240","1"
"Surrey","0","0","70","0"
"Surrey","0","0","313","0"
"Surrey","0","0","401","0"
"Surrey","0","0","445","1"
"Surrey","0","0","303","1"
"Surrey","0","0","397","1"
"Surrey","0","0","101","0"
"Surrey","0","0","1229","4"
"Surrey","0","0","1463","1"
"Surrey","0","0","612","0"
"Surrey","0","0","974","1"
"Surrey","0","0","584","1"
"Surrey","0","0","956","0"
"Surrey","0","0","83","0"
"Surrey","0","0","116","0"
"Surrey","0","0","58","0"
"Surrey","0","0","31","11"
"Surrey","0","0","104","1"
"Surrey","0","0","60","56"
"Surrey","0","0","193","3"
"Surrey","0","0","365","0"
"Surrey","0","0","607","2"
"Surrey","0","0","287","0"
"Surrey","0","0","234","0"
"Surrey","0","0","121","121"
"Surrey","0","0","67","67"
"Surrey","0","0","181","181"
"Surrey","0","0","71","71"
"Surrey","0","0","88","88"
"Surrey","0","0","92","92"
"Surrey","0","0","87","86"
"Surrey","0","0","88","87"
"Surrey","0","0","76","74"
"Surrey","0","0","127","125"
"Surrey","0","0","93","85"
"Surrey","0","0","117","109"
"Surrey","0","0","190","190"
"Surrey","0","0","66","66"
"Surrey","0","0","155","155"
"Surrey","0","0","156","156"
"Warwickshire","0","0","77","0"
"Warwickshire","0","0","70","0"
"Warwickshire","0","0","82","0"
"Warwickshire","0","0","49","0"
"Warwickshire","0","0","60","1"
"Warwickshire","0","0","68","0"
"Warwickshire","0","0","102","3"
"Warwickshire","0","0","197","2"
"Warwickshire","0","0","210","2"
"Warwickshire","0","0","102","4"
"Warwickshire","0","0","567","11"
"Warwickshire","0","0","263","4"
"Warwickshire","0","0","208","4"
"Warwickshire","0","0","210","2"
"Warwickshire","0","0","102","2"
"Warwickshire","0","0","368","5"
"Warwickshire","0","0","391","5"
"Warwickshire","0","0","174","6"
"Warwickshire","0","0","266","7"
"Warwickshire","0","0","50","3"
"Warwickshire","0","0","224","8"
"Warwickshire","0","0","154","1"
"Warwickshire","0","0","271","0"
"Warwickshire","0","0","175","2"
"Warwickshire","0","0","212","5"
"Warwickshire","0","0","251","5"
"Warwickshire","0","0","220","8"
"Warwickshire","0","0","340","2"
"Warwickshire","0","0","166","11"
"Warwickshire","0","0","285","8"
"Warwickshire","0","0","384","4"
"Warwickshire","0","0","253","0"
"Warwickshire","0","0","259","4"
"Warwickshire","0","0","406","4"
"Warwickshire","0","0","158","6"
"Warwickshire","0","0","507","7"
"Warwickshire","0","0","177","4"
"Warwickshire","0","0","228","1"
"Warwickshire","0","0","210","6"
"Warwickshire","0","0","173","2"
"Warwickshire","0","0","264","7"
"Warwickshire","0","0","151","1"
"Warwickshire","0","0","149","4"
"Warwickshire","0","0","183","6"
"Warwickshire","0","0","351","5"
"Warwickshire","0","0","264","1"
"Warwickshire","0","1","460","8"
"Warwickshire","0","0","255","0"
"Warwickshire","0","0","309","2"
"Warwickshire","0","0","218","2"
"Warwickshire","0","0","206","7"
"Warwickshire","0","0","319","4"
"Warwickshire","0","0","152","6"
"Warwickshire","0","0","205","1"
"Warwickshire","0","0","308","10"
"Warwickshire","0","0","201","2"
"Warwickshire","0","0","309","0"
"Warwickshire","0","0","82","3"
"Warwickshire","0","0","197","10"
"Warwickshire","0","0","90","5"
"Warwickshire","0","0","204","3"
"Warwickshire","0","0","119","0"
"Warwickshire","0","0","40","1"
"Warwickshire","0","0","114","0"
"Warwickshire","0","0","80","0"
"Warwickshire","0","0","115","2"
"Warwickshire","0","0","405","3"
"Warwickshire","0","0","100","0"
"Warwickshire","0","0","236","5"
"Warwickshire","0","0","197","3"
"Warwickshire","0","0","447","6"
"Warwickshire","0","0","210","2"
"Warwickshire","0","0","188","4"
"Warwickshire","0","0","413","2"
"Warwickshire","0","0","179","1"
"Warwickshire","0","0","213","3"
"Warwickshire","0","0","225","2"
"Warwickshire","0","0","357","2"
"Warwickshire","0","0","227","1"
"Warwickshire","0","0","207","3"
"Warwickshire","0","0","161","2"
"Warwickshire","0","0","396","4"
"Warwickshire","0","0","410","11"
"Warwickshire","0","0","206","1"
"Warwickshire","0","0","193","8"
"Warwickshire","0","0","206","5"
"Warwickshire","0","0","632","5"
"Warwickshire","0","0","190","2"
"Warwickshire","0","0","90","2"
"Warwickshire","0","0","83","1"
"Warwickshire","0","0","320","8"
"Warwickshire","0","0","264","5"
"Warwickshire","0","0","222","4"
"Warwickshire","0","0","115","1"
"Warwickshire","0","0","221","3"
"Warwickshire","0","0","188","5"
"Warwickshire","0","0","100","2"
"Warwickshire","0","0","175","0"
"Warwickshire","0","0","226","2"
"Warwickshire","0","0","105","2"
"Warwickshire","0","0","162","4"
"Warwickshire","0","0","192","2"
"Warwickshire","0","0","105","2"
"Warwickshire","0","0","218","3"
"Warwickshire","0","0","195","1"
"Warwickshire","0","0","87","2"
"Warwickshire","0","1","209","10"
